pathway,pval,padj,log2err,ES,NES,size,leadingEdge
KEGG_GRAFT_VERSUS_HOST_DISEASE,1.1171960935783691e-6,3.464539121079207e-5,0.6435518361507222,0.7443999693269566,2.181549071449493,31,
REACTOME_FCGR3A_MEDIATED_IL10_SYNTHESIS,3.6356255436693786e-7,1.3685043320038509e-5,0.674962860011025,0.6899384886393893,2.1775443222118773,43,
WP_GLUCOCORTICOID_RECEPTOR_PATHWAY,2.6712191801730657e-7,1.0449180910676992e-5,0.674962860011025,0.6282966579860308,2.162404130695478,67,
WP_PLATELETMEDIATED_INTERACTIONS_WITH_VASCULAR_AND_CIRCULATING_CELLS,7.24957201601119e-7,2.4104826953237205e-5,0.6594443980379349,0.8678471497244173,2.1581588046044624,15,
WP_GENES_CONTROLLING_NEPHROGENESIS,1.3635116912830368e-6,4.0600086927009825e-5,0.6435518361507222,0.6947051029244122,2.1576391435099556,40,
WP_HEMATOPOIETIC_STEM_CELL_DIFFERENTIATION,1.3146849008224941e-6,3.973933904758903e-5,0.6435518361507222,0.6549633598303172,2.147939645949129,53,
KEGG_ALLOGRAFT_REJECTION,2.7835116278958716e-6,7.211825581366577e-5,0.6272567397185284,0.7319949257968965,2.1451946755475677,31,
REACTOME_DISEASES_OF_IMMUNE_SYSTEM,4.2412253432055066e-6,1.0194270553849379e-4,0.610526878385931,0.754124897979453,2.1440492874102257,27,
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,9.405890843391942e-8,4.53621171527762e-6,0.7049757151672383,0.6005067160270797,2.1439142051753826,88,
WP_NRP1TRIGGERED_SIGNALING_PATHWAYS_IN_PANCREATIC_CANCER,1.6791413862333008e-6,4.588886391144432e-5,0.6435518361507222,0.6532101702710194,2.142190094764685,53,
PID_SMAD2_3NUCLEAR_PATHWAY,5.868221019914482e-7,2.0184656784016193e-5,0.6594443980379349,0.6076099555986049,2.140075804232227,79,
PID_INTEGRIN1_PATHWAY,5.084855473218462e-7,1.779699415626462e-5,0.6594443980379349,0.6283676190885148,2.1356488410249685,63,
WP_PATHOGENESIS_OF_SARSCOV2_MEDIATED_BY_NSP9NSP10_COMPLEX,3.564608807351874e-6,8.982695359137054e-5,0.6272567397185284,0.8136610534062487,2.1334962633692784,19,
BIOCARTA_COMP_PATHWAY,1.6751167717081238e-6,4.588886391144432e-5,0.6435518361507222,0.8425467428332841,2.1261642291319975,16,
WP_TOLLLIKE_RECEPTOR_SIGNALING_PATHWAY,2.3554755033746202e-7,9.535301518277078e-6,0.6901324587967956,0.5925339412279226,2.116945789299791,89,
PID_P53_DOWNSTREAM_PATHWAY,1.3785278309613672e-8,8.594259446149773e-7,0.7477396631498854,0.5583481629637309,2.115226350943133,134,
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION,1.0424882874734405e-6,3.301212910332562e-5,0.6435518361507222,0.6124775243483002,2.107959531177947,67,
KEGG_CHEMOKINE_SIGNALING_PATHWAY,4.164840389851901e-9,3.1957140683671313e-7,0.7614608014455848,0.5417787061903597,2.1074057708285014,160,
WP_MESODERMAL_COMMITMENT_PATHWAY,4.510555778546491e-9,3.2738310888291343e-7,0.7614608014455848,0.5525651842130227,2.102768399235815,140,
PID_CXCR4_PATHWAY,2.389799879267438e-7,9.535301518277078e-6,0.674962860011025,0.5755045007677012,2.100878313675627,99,
REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM,7.1122858449453535e-6,1.5592318967764813e-4,0.610526878385931,0.670182777025528,2.0926292245407354,41,
WP_ENDOCHONDRAL_OSSIFICATION,4.986394011735828e-6,1.1515645312185527e-4,0.610526878385931,0.6178425833666388,2.0853855528961414,60,
WP_ENDOCHONDRAL_OSSIFICATION_WITH_SKELETAL_DYSPLASIAS,4.986394011735828e-6,1.1515645312185527e-4,0.610526878385931,0.6178425833666388,2.0853855528961414,60,
REACTOME_IRAK4_DEFICIENCY_TLR2_4,8.144401767876899e-6,1.68583995312024e-4,0.5933254763964051,0.837960011903048,2.083835590367834,15,
SA_MMP_CYTOKINE_CONNECTION,1.230688488748926e-5,2.3853304222724614e-4,0.5933254763964051,0.8321747183974225,2.0694487457254893,15,
KEGG_PRIMARY_IMMUNODEFICIENCY,3.305562558671535e-5,5.941078652747488e-4,0.557332238758646,0.7105135645956133,2.0672714143781397,30,
WP_COMPLEMENT_ACTIVATION,2.0487126226972033e-5,3.8558317757367175e-4,0.5756102610711286,0.7883158889344841,2.0670388441913308,19,
WP_LUNG_FIBROSIS,7.253753091753443e-6,1.5729605889182736e-4,0.610526878385931,0.6273065581139465,2.0647118727360927,54,
WP_APOPTOSIS_MODULATION_AND_SIGNALING,1.4058311619220924e-6,4.083742488993699e-5,0.6435518361507222,0.5787972825754802,2.0607307615607757,87,
NABA_SECRETED_FACTORS,2.272047423263539e-11,3.237667578150543e-9,0.8634153916066928,0.5058080920829863,2.0605057795152426,262,
REACTOME_TOLL_LIKE_RECEPTOR_CASCADES,2.571335412127319e-8,1.5087688668217653e-6,0.7337619883564803,0.5369449442026126,2.059795708964236,148,
SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES,1.2985012861367594e-5,2.490875063310418e-4,0.5933254763964051,0.6845521964245196,2.0594425678481594,35,
WP_HAIR_FOLLICLE_DEVELOPMENT_CYTODIFFERENTIATION_PART_3_OF_3,7.640560898516514e-6,1.6390235475849944e-4,0.5933254763964051,0.5838006764626229,2.051853084750284,74,
REACTOME_INTERFERON_GAMMA_SIGNALING,2.0910126968958897e-6,5.562093773743067e-5,0.6272567397185284,0.5742421662943329,2.04464138896716,85,
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,6.400068069095471e-6,1.4186817553161628e-4,0.610526878385931,0.5792590639792794,2.0402205325667806,79,
PID_AP1_PATHWAY,3.6175186541556213e-6,8.982695359137054e-5,0.6272567397185284,0.5976325275625856,2.0396230827011594,65,
WP_CYTOKINES_AND_INFLAMMATORY_RESPONSE,3.849959686486406e-5,6.569417684371405e-4,0.557332238758646,0.7669555694967215,2.0385048417009215,20,
REACTOME_COMMON_PATHWAY_OF_FIBRIN_CLOT_FORMATION,6.395121110716129e-5,9.967395793655217e-4,0.5384340963099162,0.7905191155539242,2.03614822137932,17,
WP_HEPATITIS_C_AND_HEPATOCELLULAR_CARCINOMA,2.8824053249421837e-5,5.324443169684867e-4,0.5756102610711286,0.6270572135072413,2.0347132280745686,48,
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,1.110702866976814e-5,2.215852219618744e-4,0.5933254763964051,0.5788526302747861,2.034462450851884,74,
REACTOME_REGULATION_OF_TLR_BY_ENDOGENOUS_LIGAND,6.86882542079776e-5,0.0010460539476711093,0.5384340963099162,0.7893607703230072,2.033164659647202,17,
BIOCARTA_TOB1_PATHWAY,3.0187509442565272e-5,5.525145076873186e-4,0.5756102610711286,0.804133074012234,2.029227448767278,16,
REACTOME_DAP12_INTERACTIONS,4.312127476013376e-5,7.159822558920278e-4,0.557332238758646,0.6638519204420981,2.028426593126093,38,
PID_PTP1B_PATHWAY,3.0897691572152334e-5,5.603717698767628e-4,0.557332238758646,0.6251139693580485,2.028407671754395,48,
WP_MIR5093P_ALTERATION_OF_YAP1ECM_AXIS,9.426835698680863e-5,0.0013529882891272175,0.5384340963099162,0.7842156710272539,2.019912374441515,17,
REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS,3.757126563912496e-5,6.530394382164747e-4,0.557332238758646,0.6751824026701789,2.0173907949736103,33,
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE,5.7285601490251735e-5,9.216514110730018e-4,0.557332238758646,0.668367757800278,2.0140341612076065,34,
REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS,5.600599317246002e-5,9.08389889260632e-4,0.557332238758646,0.6853977518398142,2.008636338945065,31,
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY,2.607571610661161e-5,4.8617807133355287e-4,0.5756102610711286,0.6065600190452873,2.006142711649958,56,
REACTOME_PARASITE_INFECTION,8.800548173336102e-6,1.7915401638577064e-4,0.5933254763964051,0.5889145452312705,2.0015586859970607,63,
PID_AMB2_NEUTROPHILS_PATHWAY,3.521133162135325e-5,6.272018445053547e-4,0.557332238758646,0.6440447030784681,2.000296320960733,40,
KEGG_AUTOIMMUNE_THYROID_DISEASE,4.3784378555803206e-5,7.159822558920278e-4,0.557332238758646,0.6466336248199581,1.993160293014214,39,
BIOCARTA_LAIR_PATHWAY,1.5328830691991712e-4,0.0019113135769077167,0.5188480777437918,0.7735512617637219,1.9924439457511012,17,
WP_CELLS_AND_MOLECULES_INVOLVED_IN_LOCAL_ACUTE_INFLAMMATORY_RESPONSE,1.5328830691991712e-4,0.0019113135769077167,0.5188480777437918,0.7735512617637219,1.9924439457511012,17,
WP_PHOTODYNAMIC_THERAPYINDUCED_NFKB_SURVIVAL_SIGNALING,7.71732351953367e-5,0.0011663682137477024,0.5384340963099162,0.6795992153226867,1.991643065871528,31,
WP_MIRNA_TARGETS_IN_ECM_AND_MEMBRANE_RECEPTORS,8.491573011910993e-5,0.00124563883520312,0.5384340963099162,0.715565172689355,1.9864508714366724,25,
WP_B_CELL_RECEPTOR_SIGNALING_PATHWAY,6.055978470750348e-6,1.3574918032749375e-4,0.610526878385931,0.5495230854295505,1.9857502133186358,95,
PID_TOLL_ENDOGENOUS_PATHWAY,4.356009593442148e-5,7.159822558920278e-4,0.557332238758646,0.7342232342399224,1.9856712867284454,22,
BIOCARTA_NKT_PATHWAY,1.8375518874805618e-4,0.0022083831418817593,0.5188480777437918,0.7699643010838951,1.983204974213684,17,
WP_SELECTIVE_EXPRESSION_OF_CHEMOKINE_RECEPTORS_DURING_TCELL_POLARIZATION,1.4352538785644217e-4,0.0018245032324095947,0.5188480777437918,0.7561698307057311,1.9827488381427638,19,
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION,5.921913423618501e-6,1.3425246909226033e-4,0.610526878385931,0.5470197686394905,1.982114944910104,96,
WP_EBOLA_VIRUS_INFECTION_IN_HOST,1.4350204913978293e-6,4.0898084004838134e-5,0.6435518361507222,0.5278243013383257,1.9806759255847783,125,
WP_ANTIVIRAL_AND_ANTIINFLAMMATORY_EFFECTS_OF_NRF2_ON_SARSCOV2_PATHWAY,1.6637830796884442e-4,0.002048918051838547,0.5188480777437918,0.6956845419135556,1.9778977598385938,27,
PID_AVB3_OPN_PATHWAY,1.0724719296024636e-4,0.0014998283379900846,0.5384340963099162,0.6746026561820402,1.9770000790326443,31,
WP_FIBRIN_COMPLEMENT_RECEPTOR_3_SIGNALING_PATHWAY,1.1762449895851377e-4,0.001596332485865544,0.5384340963099162,0.6544190728839921,1.9755215659529677,36,
REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE,1.107924752922043e-4,0.0015349374181107469,0.5384340963099162,0.6735023702583707,1.973775565553311,31,
PID_IL6_7_PATHWAY,8.274547481782648e-5,0.0012227942389745469,0.5384340963099162,0.6227436334532193,1.9726987887849758,44,
KEGG_TYPE_I_DIABETES_MELLITUS,4.249026961955312e-5,7.159822558920278e-4,0.557332238758646,0.6492471786937273,1.9719113892089266,37,
KEGG_TGF_BETA_SIGNALING_PATHWAY,1.8729450021438005e-5,3.558595504073221e-4,0.5756102610711286,0.5565467434921669,1.9706308692917642,82,
BIOCARTA_INFLAM_PATHWAY,6.507782399529596e-5,9.986942990047342e-4,0.5384340963099162,0.7271797370377301,1.9666224886241142,22,
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2,1.4124222142384221e-6,4.083742488993699e-5,0.6435518361507222,0.5245684482031505,1.9664739187156748,124,
WP_NUCLEOTIDEBINDING_OLIGOMERIZATION_DOMAIN_NOD_PATHWAY,1.2342356629347715e-4,0.0016415334317032462,0.5188480777437918,0.6431306883555767,1.965112024150159,38,
WP_HAIR_FOLLICLE_DEVELOPMENT_ORGANOGENESIS_PART_2_OF_3,1.3029156611350486e-4,0.001687868015561313,0.5188480777437918,0.6693103944349559,1.9614905019558773,31,
WP_SPINAL_CORD_INJURY,3.136046067409776e-6,8.021040903182696e-5,0.6272567397185284,0.5253433478447465,1.9538497986927934,112,
REACTOME_SCAVENGING_BY_CLASS_A_RECEPTORS,2.216504945164623e-4,0.0025859224360253934,0.5188480777437918,0.746330938204749,1.9538417129058525,18,
PID_ANGIOPOIETIN_RECEPTOR_PATHWAY,1.0088181699723743e-4,0.0014375658922106333,0.5384340963099162,0.6009868020014185,1.951655798977196,49,
KEGG_JAK_STAT_SIGNALING_PATHWAY,3.893724460624336e-6,9.473146706031158e-5,0.610526878385931,0.5228406378103887,1.9491596823292343,117,
REACTOME_PURINERGIC_SIGNALING_IN_LEISHMANIASIS_INFECTION,1.406833009681958e-4,0.0018107302285906492,0.5188480777437918,0.708077306437318,1.9487623538730725,24,
REACTOME_ELASTIC_FIBRE_FORMATION,1.287825987714904e-4,0.0016811491359401268,0.5188480777437918,0.6150262854518542,1.9482521268889639,44,
WP_COPPER_HOMEOSTASIS,1.195318322211603e-4,0.0016076052139179656,0.5384340963099162,0.5984355996096061,1.9433709765388933,49,
PID_BCR_5PATHWAY,8.654467370675754e-5,0.001260267328795484,0.5384340963099162,0.5730180720217666,1.9391793675492706,62,
WP_CCL18_SIGNALING_PATHWAY,7.959127609267595e-5,0.0011938691413901391,0.5384340963099162,0.6062347853368746,1.9383966746810894,46,
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES,1.458396618530067e-4,0.001841456489852838,0.5188480777437918,0.6113600123876154,1.9366382748242326,44,
WP_CHEMOKINE_SIGNALING_PATHWAY,1.6769648962008848e-6,4.588886391144432e-5,0.6435518361507222,0.5062280322995832,1.9357986293301612,146,
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY,6.498081525602963e-5,9.986942990047342e-4,0.5384340963099162,0.5613647780421402,1.9268905607051767,66,
PID_GLYPICAN_1PATHWAY,3.782911228913234e-4,0.0037924160309959305,0.49849310876659025,0.6825845537640586,1.9259288946746174,26,
REACTOME_SYNDECAN_INTERACTIONS,4.0032682574311695e-4,0.003958797011230198,0.49849310876659025,0.6771706189052258,1.9252609041406419,27,
WP_INTERACTIONS_BETWEEN_IMMUNE_CELLS_AND_MICRORNAS_IN_TUMOR_MICROENVIRONMENT,3.1869275256319257e-4,0.0033409017052473803,0.49849310876659025,0.6776359567776378,1.9221047685473633,28,
WP_OXIDATIVE_DAMAGE_RESPONSE,1.7714486434491453e-4,0.0021681227261846903,0.5188480777437918,0.6183761641279821,1.9205740846288888,40,
REACTOME_RUNX2_REGULATES_BONE_DEVELOPMENT,2.68995532487641e-4,0.0029510353399000073,0.49849310876659025,0.6552129711971517,1.9201763941623637,31,
PID_FCER1_PATHWAY,2.3507173032881947e-4,0.0027107982774913,0.5188480777437918,0.5795466758052468,1.9198042969821651,57,
REACTOME_LEISHMANIA_INFECTION,6.707347438035418e-8,3.5213574049685944e-6,0.7049757151672383,0.4774572694045832,1.9195328072858233,229,
WP_MYD88_DISTINCT_INPUTOUTPUT_PATHWAY,4.378750441548201e-4,0.004240585985868282,0.49849310876659025,0.7329346746293369,1.9187712405043174,18,
PID_IL12_2PATHWAY,1.289302344856338e-4,0.0016811491359401268,0.5188480777437918,0.5800748985680277,1.9185455576267578,56,
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,7.278760019920298e-9,4.840375413246999e-7,0.7614608014455848,0.46709534036807204,1.9182623133939716,279,
BIOCARTA_TH1TH2_PATHWAY,3.493074400880268e-4,0.003555450729467416,0.49849310876659025,0.7598686800134219,1.9175263806128888,16,
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,8.196815812163572e-6,1.68583995312024e-4,0.5933254763964051,0.514208626197354,1.9169307968440101,113,
WP_VITAMIN_D_RECEPTOR_PATHWAY,6.838624256366994e-7,2.312382269737653e-5,0.6594443980379349,0.5001442924356886,1.9168327025266743,152,
WP_THYMIC_STROMAL_LYMPHOPOIETIN_TSLP_SIGNALING_PATHWAY,1.937003922552319e-4,0.0023001921580308787,0.5188480777437918,0.6049410372598706,1.9163045391109885,44,
PID_IL12_STAT4_PATHWAY,1.830874236919484e-4,0.0022083831418817593,0.5188480777437918,0.6682317891554432,1.911316371421125,29,
REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE,1.830874236919484e-4,0.0022083831418817593,0.5188480777437918,0.6681824449808554,1.911175234273425,29,
BIOCARTA_ALK_PATHWAY,4.030944911610536e-4,0.003961445861410355,0.49849310876659025,0.6342242478332867,1.9111473976638722,34,
WP_PI3KAKT_SIGNALING_PATHWAY,4.594850650988259e-9,3.2738310888291343e-7,0.7614608014455848,0.4625663355838411,1.9092584638553352,305,
WP_MEASLES_VIRUS_INFECTION,4.515611594018372e-6,1.0724577535793634e-4,0.610526878385931,0.5112899415898002,1.9090167812529408,122,
WP_ZINC_HOMEOSTASIS,4.3065585804267224e-4,0.0041910167648542985,0.49849310876659025,0.6330089985605529,1.907485411397922,34,
PID_PI3KCI_PATHWAY,3.1274440546684955e-4,0.003301190946594523,0.49849310876659025,0.5920332701882494,1.907474769221724,47,
WP_APOPTOSIS,3.666911036034893e-5,6.473882758309391e-4,0.557332238758646,0.5367761593072441,1.904385914619045,83,
BIOCARTA_CSK_PATHWAY,6.258605637241813e-4,0.005452366046418086,0.47727081536286214,0.7248795608947455,1.9007027902926363,19,
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION,1.0039514569957072e-5,2.0231142997034705e-4,0.5933254763964051,0.5141785217984876,1.8953098067197962,105,
REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS,3.76438773909246e-5,6.530394382164747e-4,0.557332238758646,0.5306382048036176,1.89381724654625,90,
WP_BMP_SIGNALING_IN_EYELID_DEVELOPMENT,5.597157981657441e-4,0.004962813410402931,0.47727081536286214,0.7122695663814257,1.893153941912875,20,
WP_IL18_SIGNALING_PATHWAY,1.018961754565323e-7,4.727508605483301e-6,0.7049757151672383,0.46562167946477573,1.891248027155414,252,
BIOCARTA_CTCF_PATHWAY,3.7638265607184646e-4,0.0037923403982996653,0.49849310876659025,0.6867818907519512,1.8901533516914797,24,
WP_EXTRACELLULAR_VESICLES_IN_THE_CROSSTALK_OF_CARDIAC_CELLS,8.257463890370199e-4,0.006669490065299006,0.47727081536286214,0.7188074941459928,1.8847812567927102,19,
REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,2.1968650188395974e-4,0.0025859224360253934,0.5188480777437918,0.5608876918887928,1.8797788153758532,59,
KEGG_VIRAL_MYOCARDITIS,1.435824598938879e-4,0.0018245032324095947,0.5188480777437918,0.5474841717877332,1.8792452323649038,66,
WP_TRANSCRIPTION_COFACTORS_SKI_AND_SKIL_PROTEIN_PARTNERS,8.035484548035522e-4,0.006543180274828924,0.47727081536286214,0.7174873101515582,1.8783311307270858,18,
REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION,5.088095460798335e-4,0.004635045864973826,0.47727081536286214,0.633782020459661,1.875576252991044,32,
KEGG_CELL_ADHESION_MOLECULES_CAMS,1.2315239774138522e-5,2.3853304222724614e-4,0.5933254763964051,0.5021758133841062,1.8749871196541612,122,
KEGG_HEDGEHOG_SIGNALING_PATHWAY,2.2079280109837813e-4,0.0025859224360253934,0.5188480777437918,0.5691376819604508,1.8732552911582827,54,
KEGG_APOPTOSIS,5.980934668911417e-5,9.395247767305729e-4,0.557332238758646,0.5279203714564575,1.8729671614693932,83,
WP_MIRNAS_INVOLVEMENT_IN_THE_IMMUNE_RESPONSE_IN_SEPSIS,7.178137662934674e-4,0.006016968335107006,0.47727081536286214,0.6113763360828732,1.8680853068747905,38,
PID_UPA_UPAR_PATHWAY,5.877840052289657e-4,0.005147394167867572,0.47727081536286214,0.6179432064707631,1.865410379219681,36,
REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION,4.7997336537496154e-4,0.004559746971062134,0.49849310876659025,0.6232164383290214,1.8621206669323893,33,
WP_LEUKOCYTEINTRINSIC_HIPPO_PATHWAY_FUNCTIONS,8.517162530946175e-4,0.006841386126851953,0.47727081536286214,0.6178744587853133,1.8618795607778862,34,
REACTOME_MET_PROMOTES_CELL_MOTILITY,5.040910649724471e-4,0.004616706061120346,0.47727081536286214,0.5992654055178904,1.8612192293590402,40,
WP_NEOVASCULARISATION_PROCESSES,2.9945251001088283e-4,0.0032467812906071263,0.49849310876659025,0.6123448148284057,1.8598305146471494,37,
REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA,0.0018178113465945425,0.012505288401572801,0.45505986738722953,0.721810600111522,1.8591749910563178,17,
WP_FOCAL_ADHESION_PI3KAKTMTORSIGNALING_PATHWAY,4.537564315965653e-8,2.5864116601004224e-6,0.7195128263389107,0.45213768811362093,1.8577752363474886,282,
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_THE_AP_2_TFAP2_FAMILY_OF_TRANSCRIPTION_FACTORS,8.932624933624007e-4,0.007015979032511769,0.47727081536286214,0.6164642180481799,1.8576299945967447,34,
